sequence,family_accession,sequence_name,aligned_sequence,family_id
9,0x6fa8967a57710d25,36293.17671729854,4.714047461583233,1.0387009069320634
7,0x5b9479003d2acb36,34978.82171600589,3.9355353645366677,1.0939002464793186
8,0x106bb69e77e806e5,32958.728004899844,2.5575520133258824,1.0109572008486019
7,0x6ac2885894d744d4,33902.34169555214,4.787263092499323,1.1443197771784364
15,0xe03d11159ed77792,48354.64145729734,4.5694561964846825,1.0797362223163274
8,0x69eddc8a50d2811a,36717.336708651834,4.0554019749512555,1.1496815429745917
17,0x5b5a575880dc8524,32901.99430613904,1.567214928758696,1.097072976726415
18,0x79c72bbe1ab78417,31941.454520943418,1.2741659251471074,1.0230289419918348
1,0x7eade0310c9bef7d,36599.96548042161,1.2761489052415151,1.1256339340128347
2,0xb052907526eb447a,48505.27170784455,4.5915695291418075,1.1524552505974686
7,0x5c474f8ef39885f7,31861.64368677064,4.4250900697719775,1.1840736554237228
10,0x22934a227e517a87,47065.219346734244,1.2412161335759722,1.0589433369860337
17,0xe7a0d65b8bb90f7b,46356.66437129985,3.8423605202702897,1.150831244614136
6,0x5318d2d22dc60a8f,41276.97285214173,4.44537089044961,1.1378175233025236
5,0x99f212872884a160,35796.25975366257,3.449826054749001,1.1698834043488557
7,0x62b00d8912982e00,31143.067913791187,3.3844488351570146,1.1174610070312938
19,0xa6ddf4f03452c10a,45684.37647515045,4.2422946880823105,1.0337926575858516
4,0x72660df4b79f3daf,42396.13750940226,2.249524521768249,1.0860812895880274
11,0xa9530710bde8f112,33621.29674987596,3.3239151899498274,1.078435756378703
4,0x35161e21207f7639,43403.928915166594,4.242259810114098,1.0004365447810577
6,0x3ed77fd036bab105,40026.678201150906,4.568245238743296,1.1728139268014388
6,0x244fa15101d40621,35826.50680137339,4.870545674484829,1.0402268228624425
9,0x5801135d5719dba1,31640.296104843757,1.505213159118096,1.0267390965553316
1,0x9f1eca755a70fe02,46635.133495136266,3.4298510379809475,1.0888249062260988
2,0xace0b8d717bb44ff,36545.5429843023,4.339692540335939,1.001101841681555
15,0xea26d13216298ff1,37595.12720125562,3.1486244024217536,1.138670766905939
14,0x60187408ccd7f088,33496.95268062781,3.583560383073562,1.0610803850538115
3,0x2507ef48d31b6713,32575.544097426504,1.6341271954620944,1.07632275779313
16,0x424d3aaba2255b2d,47346.18406559779,2.070378612063093,1.1852949355787912
17,0x90495427f0e5029f,31948.579130332168,2.3650571437534844,1.15027274009378
9,0xe9cbe709e72de827,41651.4927249877,1.7644261496879028,1.1085201900416588
6,0xdb8beb807f5f6a43,31119.425921735205,1.0977998938768483,1.0454454945444704
9,0x9bfbcdcd83aa9f22,36420.99863695758,3.014612884049818,1.0914515625547963
7,0xc718343d2bb7f3fa,48806.98227138354,1.090149750624434,1.1066639379577126
6,0xc868f9cf9b9f06a0,47070.59230532009,1.2208978451580856,1.1136076587024517
2,0x4b0e36ea3ecd2277,39029.06633008453,4.579903926489988,1.1368247826432814
4,0x2956acb94f0a5639,39667.22331148265,1.5731597277987812,1.07442755940679
2,0x71dac68489eec296,38880.97758298101,3.804723218627922,1.0610842180119122
13,0x642e0afafde1ed91,34993.24309045987,2.6513789511932546,1.1303687675983256
17,0x9445d7e444500cd8,36572.44282321863,3.032477438809845,1.0252449732946216
16,0x3a760495d441bf33,48746.72510566971,4.2704717101634,1.097967481428848
19,0x9f240ca6d133a6bc,31374.650912213012,2.4990110336257323,1.0530567179624641
11,0x9a17a814309b5b44,32813.87137808165,4.0401028925497435,1.1645031473072396
7,0x0db96c2e8821a5c9,39218.47538727931,2.096049452235793,1.1243393258253134
12,0x7ce4249525809db0,44870.159492714505,4.955686031639571,1.0297587889134874
19,0x36f35eb32f53545e,47179.200064949735,1.1456072433139366,1.1754733651287552
9,0x04a2fbd76ebdaf46,30912.236410728983,4.6217956240312805,1.0410898472017112
12,0xb98ce44f0ea4ecf5,42828.052934602616,2.9078711892462374,1.1370556898173318
12,0x85fc5d75375e7483,39021.54321839635,4.96666954966434,1.094531530705713
13,0xff2a6171077014ba,31562.478298618793,3.9338994898294537,1.0958618379264555
10,0x37a98965e4ed014a,43787.375816567255,3.4521388204000525,1.1942608673598643
7,0xe94ff01678cd039d,46828.261450784965,4.04509274672811,1.158511471528246
17,0x3487ccd89f625f19,45331.98957992949,2.2297253104673955,1.1770081632208345
19,0x5b017f68627a4986,30643.16089869221,4.898257468561853,1.1697459258470235
9,0xe65ef36a169ad20d,43052.60973813411,4.932830338276281,1.0398281981036643
8,0x03c3b9b7d872f296,43118.31118593208,4.141283090435397,1.0647835558620906
3,0x67629582775139c2,33310.892973451824,1.7638929422120508,1.0794347273511007
12,0x6197686fd290272f,49799.91703901345,4.888776048604646,1.0644043404950008
19,0x5b97bb1b4f4c4e74,38990.40895998907,4.1691140898543235,1.1120727227406855
12,0x888d4cfe18d5aa38,37614.14161569673,1.070503533000862,1.0391620384373181
9,0x8f9718328891ec31,45312.591755471774,4.9237981751957705,1.0908826301179528
7,0x405240003afd2d71,33262.396067641326,4.17689484255868,1.1465811980241993
3,0xd84d68942a72acf7,34517.64903425483,4.937272000089795,1.0528064384015943
18,0x44bb69b082cfa0bb,35551.82848418319,1.6995206640592877,1.1250069845501192
18,0x424b4951e3ae05c5,43985.92719105883,4.479171589174401,1.1991219687262547
17,0x594dfe6f5e96973e,45096.53214419451,2.254902468431885,1.0758452969628076
5,0xd8663cc14c270f1f,48947.70428953477,1.6312603861650863,1.0790304345907127
11,0xc6aa9a16ff2311cd,49115.71045363262,3.914708888368348,1.0521358261809688
10,0x75bff996e722e888,44147.8629005952,4.061264982774015,1.1790074426964057
5,0x38c63e6305288512,47589.41832107054,4.872037661607237,1.1709254288445115
14,0x2a576d0d9fbdb78b,40064.97757016672,2.0400798542510756,1.0823513977277213
14,0xb66eeb9a0e6f8c78,38572.52576009157,1.153753092312733,1.0818531427299736
1,0xff330bc8243c6e9e,44490.03411348107,4.477536060666907,1.0106091519136524
5,0x4b03bf519024896e,32677.577377047906,1.8437740610150954,1.1220580919521272
6,0x47108484a1806c83,32878.20160406518,1.523229759120881,1.1574862920141946
5,0xcae699999d80d8b3,36694.945698129224,4.43552527419928,1.13352104070991
4,0x41f1a380d64d2e27,49734.28897821414,4.126880617307596,1.0644834811250332
18,0x70436bdc4bf0e5b7,48516.95041154678,2.559210354346142,1.1524033089366628
3,0x180249c582a31094,41607.45509101934,2.8352494325016355,1.0793003787571445
14,0x1e57c03d8430ab36,38737.105737085265,4.858500637960578,1.1397118126128463
15,0xd6b1f0ffec1994b5,31066.216285299357,2.638403854576048,1.1953941101140033
10,0x49675edcc7c1677e,48780.05281217494,1.167326757335787,1.1281775990389822
7,0xf8cb06fba30de804,42196.94573526075,2.3430169635896236,1.0212096871988663
12,0x648906b827920b2e,32171.26933633906,4.751379958265218,1.1979786296456554
12,0x19d7093875395ccf,44912.256048724434,4.252659132950542,1.13934580779858
14,0x3883858283928ef1,37986.47130676849,4.7593806481510486,1.0269616423762074
2,0xcede7b3fa7624513,45283.55781776087,3.522154323233158,1.167062056776702
1,0xc1b841bb5a6f0115,30464.038817328346,3.645529882153048,1.1713813241848803
7,0x28e849d67a93f5a3,38865.558388709615,3.0392486113311956,1.1580338157987282
7,0x686e5790f9a2ec46,31285.735128881905,1.5741640499808307,1.1184872507144932
5,0x8db6718795b1966c,47868.846207495924,2.5431020998139,1.1137373368645478
7,0xc7c5589cd0b6d2b7,47604.82669518113,1.7150372571185373,1.0173483960827072
3,0x1bf6c50c46d18656,46398.586053063314,1.7851786211478822,1.051128298962642
13,0xad25ca595c627a0a,40695.244711968684,1.3088522101766453,1.0912993909829616
6,0x4b6b08d98fa52d31,33724.5567074366,3.161186604290298,1.04154077648447
14,0x34fb65c5c22b5d11,34584.15861894921,3.697837833558529,1.0649729381813697
9,0xb792da53ba159fe1,47189.876247520486,2.898999510402746,1.1274136020207897
2,0x4a8d79f6151cf3a3,41442.12029848481,2.027454259657342,1.0111145429936692
2,0xa71905b70935280c,40831.12618260181,2.203355903389883,1.1185153930426504
5,0x24b0e6eb86928353,38614.745647961456,1.8365794041488543,1.0674152525047353
11,0x5117cc0a3513fa46,37278.82435046688,4.717390801359574,1.1413941995943158
15,0x4bae9614276de9d1,38224.22745933468,3.1768118842611557,1.150849361043659
8,0x9ee15f9dc6bf4d95,40743.033489483874,3.051250837158839,1.0263076271648501
12,0xb55873564281301a,35462.344831397946,4.889512627421299,1.1386331352213186
18,0x2852976ce6444e6c,38603.55824083245,2.9203347700698887,1.0627720801070721
3,0x4e2bb5825489b851,35475.45992342925,1.0696801461196026,1.0693688494642513
6,0xe0f1b0396546650e,37445.997122883884,2.7688440688808797,1.0087015915700424
6,0xf078b22695a562f0,36662.51721424915,2.5458161852406844,1.0858215499348136
8,0x86c5d3ea76e9887c,43851.75052856394,4.727976448010054,1.1063691302094554
13,0x668def7c22b22c84,35960.297344217775,1.1682830741477148,1.0652994677994243
13,0x7348d5b9ded103fe,37515.966406293155,2.9385286928057957,1.1307713855372048
7,0x3aec06d1f84067ce,38782.871988155865,2.4440966828236736,1.1542114420057876
2,0xe2ecc2af21cfbf9a,34544.254828152116,1.9291346506502003,1.1867186276593389
3,0x6a73b2ec8c233f4d,39313.018177837715,2.546155901072962,1.0316992835813241
1,0x8da2284ca8ffe6de,30033.522638795577,4.7931588971141705,1.1218307492679926
16,0xef5c884b92fd3f6c,46897.10729230787,1.1096129614301495,1.1876749916602896
9,0x724c14dc45c3f828,46704.74061035829,4.984437440610829,1.0527933450973825
3,0xc90bbd5d73e9b26f,30131.849788776457,3.892668301629063,1.1946995794266295
12,0x99c95dd2a7614b20,39094.9372585448,3.399631958176578,1.0496060097865667
10,0x7bdb87a57be5b204,38486.932625265,2.6824940282834624,1.0605682145320416
5,0x3e6b6c84262ac40b,34025.28436180343,3.507787186674005,1.141967422157922
4,0x6d63451f4d88b091,37602.73319113724,3.6274897879348287,1.1640245910663467
8,0x009712e9798a5b03,30798.84589861964,3.337821186804815,1.1133874011248843
5,0xada73d11cd8d30b8,40312.68478267449,4.048064340897917,1.0878542512569944
8,0x4a30d1cc257c98aa,46676.87715614712,1.720758553693103,1.0260089477194625
9,0x32a28cedd881724e,43525.975332097754,2.2530018214967855,1.1748181155526864
5,0x0c6de2cb69d3b33d,45228.3838089859,1.6593777740728064,1.0288851067223546
17,0xa5105f5df4e5c675,31832.434810389514,1.04500663887125,1.1801258439033893
12,0xc8a74d7883652452,35461.751147705996,2.7541307191416333,1.1725862274439602
10,0xf9d5421004c84a39,35866.908377838095,3.066130604356985,1.1021653868305783
17,0xa29d5737e8265fb0,47995.14289056738,1.0193172593352773,1.145869103578265
9,0xfc4fadea313bb088,35438.65358249493,3.305232015532191,1.0319290968144665
13,0x7d0f150b766c4f36,39107.80220610362,2.326561991243523,1.0961537539989679
16,0xec561972279369c2,45599.1401873915,3.4517916388349934,1.1851871628794401
13,0xcf1ad4260a68c73f,37665.758368582574,2.9842657601392157,1.098444746705573
12,0x4d8fce42e1afb844,37162.29120975566,3.810417999988094,1.0857862298320757
17,0xba2ea7203ab0ac58,40135.158472653064,4.816288327379317,1.1028142262952774
17,0x8275bfd12c641f58,31164.107152824523,1.2317742994435559,1.143564490739679
2,0x1f9097d0a3410b44,39151.0783582401,4.975764320779399,1.1539377624806408
15,0x87d7640d0511b19c,45097.456769862125,2.2181520032178703,1.1516164261365995
19,0x248ef217ad3c7bcd,30395.406674455255,3.1119055730738197,1.1179397175020616
16,0x46d548be879455a5,49639.9264337968,3.3621189262779785,1.1764012935096346
2,0xedd22b54637bc861,48498.14917851563,1.598107208028571,1.0397351674771036
11,0x87a78169372515da,32414.40728664436,3.0682596468936922,1.1665374251233283
9,0x6c7afd675ac04953,45550.87060994431,1.1936374601658657,1.0877389148207866
3,0xaef0cc4bd01fda56,46573.97654201348,4.593273727057701,1.1560019951655187
4,0xe5e64f2d379b2375,34974.672345663115,3.3760980473831115,1.1537414726169626
18,0x73fd15cf2b5e1b6c,44766.6512082641,1.276031464816338,1.1855170143709464
13,0x12109589dc68d932,32077.14987489085,1.665489472215337,1.0952733032494952
6,0xc624d99dbccbb15c,36488.365769381584,1.7590713128245157,1.1815079326880642
19,0x30b7ffd200042aad,40423.14095930481,2.9370833739497675,1.1422845311578511
7,0x4e047a1edb6f61bf,48869.97653483131,2.559857171648262,1.0910214007775345
5,0x4093b61b6b3b9161,39203.45867204896,4.19042042383766,1.0066077026282956
3,0x7909eeb439fac562,47988.16062669025,1.6477706990230474,1.0398177449138548
3,0x70722822ee4ee91e,40084.924185020245,4.021581854805104,1.0592961747778682
6,0xe79d96649c480823,34666.28252242491,3.843413757195323,1.1138765519992015
15,0x5ec865e29ba66865,43598.461152858836,3.643282970830892,1.0909329376942496
19,0xf4807aaa39cba1a0,36072.922470746875,3.8053278560380206,1.0263480535949476
16,0x7ea46098534a0670,33016.95234441736,3.5471940443275267,1.1811974143935484
5,0xb9a35e9ed5d1021b,38772.03441018702,4.718199611713208,1.1164677027576302
5,0x059704e835c3dfeb,36354.83035446336,3.810219238467116,1.1967240063407365
16,0x1a90a6df72b9c384,46262.50637947099,1.5422135577258733,1.0666634845929872
1,0x7ecb19a26dc53166,36115.72317258631,3.6784030728833934,1.1537964078087009
7,0xb1b039882bd4346e,31274.39343041309,4.827667898800685,1.188288458078437
3,0x62cedcff93c56255,49310.5795888202,3.9403941735576087,1.0319260921042965
11,0xfbabca7251358b53,44366.171008029145,3.610504530349685,1.123064507357093
15,0xb976b398cf3aa25a,32464.344347217404,4.288042031877788,1.164455254575371
4,0x91ec48cdb23367cd,32318.48670625613,4.881400565514189,1.1502790303403243
15,0xb3f441f28cc8705e,30854.199187745067,3.6548892993539486,1.0432192176572006
18,0xa827202e6457c073,31714.61169312548,4.375339005471936,1.0873033589787156
16,0x8b79ba07c46461aa,37649.03118309859,2.8357717517508565,1.084671152281868
17,0xe604be8b474b853f,32944.51669906261,3.687022735490279,1.0837981050647698
1,0x4b09abcf537b3da4,35518.125060090286,1.1148547550748331,1.1874763273634414
4,0xe1906b63f12aacd4,31349.39891389532,3.5287917239928963,1.1841332834116531
4,0xb81de740398c2aeb,37842.66500404613,1.2804007512941968,1.0064701607379065
7,0xdf4b8a7c8ea5c597,47139.84919250056,4.503202876324979,1.0596545382958917
2,0xcaf9a7d70b39fc36,35572.30240754631,4.527607511831707,1.0309855650037847
8,0xe9ccc1f0b602d50c,34398.07722835714,4.916067827867254,1.0064270055988174
15,0x7d996cdca389a177,32225.79691004777,1.4679159505224155,1.0720694473372672
2,0xa497ce6b3121ac92,38004.48274870313,3.333685219384893,1.158359848875102
16,0xc81fff21111d460f,46530.78686419407,4.496602894401824,1.027106034981243
10,0x897b44303e380a07,49123.41845787261,3.5021686285722033,1.1532738331684216
16,0xfe876e3079d2e50c,31901.813772731934,4.564349662686122,1.1793840703338752
5,0xc47c42231d9ab84c,31995.334171569542,4.398591476648162,1.0040449682242807
19,0xcfda0c11b73e94aa,46453.40958212861,4.241182742655798,1.1676300586688906
11,0x9c76eab661ba9515,35942.624352803155,2.7697574520128465,1.1738253632417261
8,0x6a25001cffc1f380,39717.58217287951,4.294882775577241,1.0505584362344105
11,0xf6cda22b5c9271b8,30547.89258405097,2.715915392023289,1.0124328216519578
8,0x6726eb5774ea18c3,34318.869952811794,3.25724720679375,1.1613451413156413
13,0x3aa318ad4490487f,45641.2356652783,4.089147340524585,1.1663302744456212
16,0xeb8e77ff1c18382c,45671.029476897944,4.957160357030062,1.1863208618661583
15,0xef0f856e5303f9b7,43251.628464351874,1.7269147004172192,1.0484282679448542
10,0x46ed14a0643f6bd0,46182.25586932037,2.659683584601343,1.1366639224675645
6,0x60c40b07e9debfa6,35113.426610979775,4.015772495450262,1.0946632040770767
17,0xfdaf98e72e42ced4,47124.810872299415,1.4812419112756512,1.0142780797458117
5,0x038976eb9e754d93,32587.469286419626,4.374537511110702,1.1142218822318184
16,0xbd8e133279c8e477,40017.388832905584,4.7134544167882275,1.1464249733265357
8,0xc9cbf59de02c1753,34118.19305896469,4.66184977574609,1.086176902317757
14,0x40130e80980a9979,31332.939496860847,3.677107467068094,1.169078377035442
9,0x5c11b3428174010f,44962.09041546496,2.542696919916464,1.0146939900132574
17,0x4833b00fe912efa6,45681.15027263356,2.2853033938338116,1.0237146966801758
10,0xa85cc42220b3aa40,42106.26472953147,1.4573649026994495,1.0199103909255782
14,0x6484a287c348df8f,46798.062611122434,3.406878495436125,1.1432361600363286
14,0x190742ab604c2ecd,48395.60188805133,2.438574367430781,1.1234098761816123
4,0x211afce51c4e2579,35909.864423613246,2.825293208514769,1.0431052649274146
11,0x6174b2ac6a813b89,47228.709273449116,3.5100975504397494,1.0236143782321425
4,0x3989e30a7551f124,37759.830214538495,3.8379222611956316,1.1568297123460074
16,0xf6c22a57c19be303,32425.140680400153,4.667874608254518,1.124243972627621
6,0x884f4cc3ac3963e9,33839.05110107361,3.0729970416908983,1.0648992865435212
6,0x9dc7ab4d7f81cdca,45689.450778281425,4.8032485618957645,1.0136584718982424
2,0x9c9fee622cc6d5ae,31276.209114667,2.585165279103542,1.1756605440231394
19,0x52af7ee8498e50ae,36379.83533371066,3.5655161284087766,1.0327297561868174
10,0x6c1c26e75ce571fe,40145.50865104011,4.823937511264623,1.0156424744163213
3,0x32d592ee31853f39,34218.53612308473,2.0025850442015423,1.0164460438049094
18,0xafe9c51704cc3e8b,35949.463680675835,4.374462136379911,1.1813702662332375
3,0xa32a5d5dc9ec0fb8,45627.17682789387,1.0547381676693477,1.175713656919154
6,0xfeb4380e60c35257,49293.435694242275,1.6114368843550113,1.0195554989843667
13,0xb07132d9d6b2d571,38624.20199289257,2.5461466548539557,1.1159586350659694
12,0x411dbbbebd9d4bf8,41884.736315910784,4.62689648929438,1.0882769653384072
16,0x9613d1200d400270,37242.99446628422,3.544868312828059,1.184509389236208
7,0x4401dceb292f5479,35016.90710815959,3.3437058879468085,1.091113242667525
7,0xd794f73020a2f989,35648.0344867116,2.3385075523932404,1.1447414876141724
18,0x391d21a728fec2f5,43842.43465962504,4.738053032128334,1.1634208706361053
4,0x7a01895cd880dcad,46962.17837006204,3.2324593243321322,1.0833004615408115
4,0x403da752dd35d274,33491.76046273767,4.125650887835329,1.1966719079151922
14,0x74c8cc762bc7e318,39467.02322900561,2.2261028571474184,1.1623847649234467
19,0xfa2ff9dbd736b7fc,43978.18157461172,1.8825943827710963,1.169467099007666
16,0x8fedb8d056caba88,48932.74790884553,2.797735780185192,1.1778784939209315
7,0x11af258f8fb4a670,47969.90107747684,2.1260699943302286,1.1005567528755205
11,0x6a067ba4f3ab4dfa,35222.8418393172,1.160124165025576,1.1052448765500449
18,0xe9882acbfb895f1d,32481.90712385989,4.038831605041472,1.1630685977026265
9,0x58c0cb4cc7ca6b32,43792.3318955226,4.737764127056421,1.196462849054841
11,0x0bdf4264b73fe069,31298.64236466148,1.5150238101457578,1.1645968818806727
1,0xccaa3961f2eb1f55,45986.23573404336,2.8737902518683356,1.1748175278288535
12,0xcf8a3bfb7214faba,33321.751870292974,2.7124357776439907,1.0798807346872952
12,0x93fcc3f3e359b66a,48976.91365172845,3.1279070051196434,1.130461219600717
18,0xa9cf3b5dc97dae0a,37628.10023097464,3.38717765560376,1.1536623904089356
1,0xfa29c07909739152,31804.41600940861,3.0082151732817732,1.1128436774995014
8,0x8329009421fa0b81,37988.232500837286,2.6497301397151816,1.0716097877453057
7,0x8dd754028cb0d796,30851.37783901863,1.1651751868781743,1.1404682799055812
7,0xb833ce0065cd6068,44623.59030426425,3.633280511246208,1.1577536511048307
16,0xbe200df6490550b6,32762.12658452655,1.0404398259606795,1.1604976129506
8,0x93f583920b93421f,37663.150859601585,2.0350782244351677,1.016388108760652
15,0xd9b6dd864f42dfcf,37136.22233887684,2.4387841709352434,1.0018237575827678
9,0x9114e0393c9f1637,42553.05929977382,3.6824524813063273,1.1150563298401377
12,0x43f4fd63ac7c64d3,44365.50929461913,1.628573312277271,1.0241654976805368
9,0x6b24798c863b4924,39835.96485234884,1.1853310460540367,1.128054351581828
14,0x346e9495f8520023,36334.77582909523,3.6778549303917094,1.0992429124526222
3,0x673c0d5faad1368a,41100.76507054268,3.3401553018465964,1.1229951809127743
14,0x21bef67ba0c75c79,43963.91742072582,3.760987431767595,1.1051283232406768
17,0x802ae8b77c915077,37952.995092767516,2.685701903917497,1.081538451868095
1,0xc6e71f2b4e2c1a2c,42719.82041618548,2.5329870700414165,1.0400452339313533
18,0xb2ce134a7c11801b,37187.24023650353,3.154113521115803,1.0821601416725168
18,0x2a07b2dc2269bef7,45000.062847640824,3.739189700903954,1.0992213054822662
15,0x976caef18461c40d,33741.748640521524,3.7093054031838943,1.1425654823535003
18,0x3eda3d8eb19ae86f,32039.582350934186,3.445001433823165,1.0240377672477123
19,0x0f230b41ee2b0c8e,48306.89247922307,1.4147284719467588,1.072134410666271
1,0xc252fc21bb3ae603,42655.93691298265,2.9430563281987303,1.076642910184859
12,0x28f5f2ce542bb6bc,30494.51919344678,1.4826546694877907,1.0139354322635585
15,0x870aec1ecb4c0dbe,48816.279340192355,4.876888528540677,1.0286774865968
17,0x61b1d2cd00b17eea,32818.120316911765,1.4896818267521805,1.1199533766497403
17,0x5d4857bee1958d29,34353.5723335966,3.4028739937502537,1.0203347013175912
15,0xab014f0ed29cbc9d,35830.709242383266,2.195760921908347,1.072417342198288
8,0x7a7ab1b282a13e04,35320.07256473434,2.1782890566866633,1.1928407577837283
14,0x4175a30be0e8f93c,33366.997672139885,4.022699702281761,1.1968200356719914
17,0xe2b24dd153951a48,31741.925330701975,2.6056098557295244,1.0480370124626415
7,0xc877ec9982d81c7b,34786.20499253627,2.5555906059689915,1.1053430187778528
8,0x80dd5354567036b3,30582.054840469373,2.18962547094613,1.0016974710306867
15,0xd8eb2a565bdc5b51,47579.55883722489,3.181783655276096,1.060192295726066
12,0x5e3b10f82896e63d,31323.457297722634,2.2854414362655184,1.0316881903262054
7,0xb6da157aa81d6899,30728.887306614626,3.543280703955546,1.0555582692903285
16,0x956906b2ff980b9b,38651.7407878721,4.324928766629913,1.19436084334947
18,0xd596a0524787cdf7,31954.64195303499,2.0672543609844585,1.039909198503677
3,0xc2662ce98637a375,44482.40489802776,1.3617390658087403,1.065532458593179
10,0xc6a3532258507758,31751.651881534228,2.660321184946343,1.08725809537505
3,0xe679d9b6e39a7d70,43316.99193660916,3.2081843058478845,1.0995263273194973
19,0x981113fc856a5020,31097.65812751217,3.8676333208862324,1.1344210503172636
14,0xcd65f8c8e431db4e,43240.28812038927,4.671210749646932,1.0884438327766608
9,0x1d26f6412c703b4e,32149.34202552421,2.6776899169842356,1.133005354441535
7,0xdff51763edc0de89,46525.78683399662,4.225383539935571,1.116465118075762
5,0x3583ff048d656667,30618.262675566988,1.141107682095587,1.0187960822635698
18,0xe30ef20773a61a37,44697.3758987722,4.252908515163485,1.097860139927843
7,0x56bd409dd3174baa,39078.841448026855,4.850517768241561,1.0260339253426183
4,0x0aa336c853d2b83f,35287.569765462715,4.528127167936349,1.0564805184361785
18,0x05eb6c75b62aacb8,44423.08004049845,1.1085577365575836,1.0668857525581212
12,0x457fd52d12fa64e8,49808.08143815415,3.7703186543836322,1.1897332328368675
13,0xb6a9cd269a53fb13,45888.69083547626,2.9940004932996507,1.0730165447012427
10,0xe9412dfdfd60c144,34501.93532270784,2.8103911809057474,1.1534176375254055
18,0x0de89d1ee5e893c2,47183.67964759326,4.842623712591475,1.0007720070327983
19,0x140540fde7b0f253,38946.76376746796,2.222937024529673,1.0127109460840116
9,0xb64e91d1eeed3d06,34270.69294420778,2.071068887366935,1.116475568714413
5,0x55b0dd58847524da,39269.57060608205,4.169985149145991,1.0919200642570892
9,0x0baa5ae6c9208acb,48448.23097872423,2.9032110805603217,1.1671153338559108
11,0x2e94698bf0f40ea8,41359.91459701319,1.7481165933580147,1.078960698141784
4,0x6d03c2ca37068e77,36745.03852372051,2.9513287352602102,1.0434161632185337
12,0x4d705415f56196d7,48201.85851661312,2.774850927538463,1.1496487747077166
11,0x624c213fa62e8998,38301.515633739866,4.780025809896754,1.0069584729457282
19,0xf3b9381c101e3ce2,38726.981883887944,2.6411176791297555,1.1368294008468078
17,0x60c83c832f48c0d3,31107.87635922805,4.254141281933066,1.139325118700201
11,0xf20cb6bc18844910,37280.70220847579,2.7472367362842784,1.1611156623970134
1,0xb22c53d5c6e5320a,41150.159261055494,3.2054822722168197,1.0717302215871665
4,0x1fb2759530dd8958,46159.75798777847,2.320815382386726,1.1990980066228702
13,0xf82135f9180f1763,42082.21660679027,1.3047514859424112,1.0776255075063779
6,0xc2b9d3d8acdc25c4,36197.64349397238,4.621647533717316,1.187690214726163
7,0xd3b31653cfdb9dce,43436.5242145855,4.780383736648359,1.0404160642495457
12,0x6ddb06286866c01b,40910.521311247154,1.7253793333428593,1.198137677141336
14,0xb6038bfd493d32c7,32240.425340828628,3.729467166549425,1.1646225892614765
7,0xf1a886b9f7f005dc,32681.672278910504,4.875958717854892,1.0778470978984003
11,0x0c472598fefbb060,35300.64343962894,4.474154217187091,1.0924432918875377
18,0x2d96c5559bc2dbde,44588.98220458865,1.311686681488112,1.0467954960677046
9,0x627f825bd8ffca60,34694.78329712694,4.39677276881411,1.1533001222646082
1,0x508592304683d72c,33601.1888778305,4.163943458718974,1.073690781884189
5,0x6ad2086c84ef41da,49035.50972264152,3.151738468524884,1.1684508120057937
6,0xfcab8a877852ab75,42611.55768583422,3.0072122943129482,1.1661848561783317
10,0x5dab7ab7f6ce7caa,31368.112485377336,2.1073842723056955,1.056083936329274
8,0x39a48caa16a86f72,36717.7310863017,2.083453803390612,1.1564255277878541
2,0xb76e1a1281942d56,48264.5484606443,1.8434136526173739,1.1038462101962518
11,0xecac65ec0204b5a5,41496.11140774651,2.6861826217813594,1.049544604158585
3,0x28c82c5b00408ea5,33844.37589687934,3.297408942280586,1.001341192966446
14,0x4dfb1ec4078ccd1c,36875.99415064654,1.3857884295505603,1.0792367228257498
2,0x3f1c2dbe9f2c8f30,43154.780447881945,4.445548420805714,1.193706058705327
2,0xbd11c73d25dc52e1,40475.39959184848,1.2556673085497807,1.1137013605997046
12,0xc7bfbfdd9fb553af,32494.476332330825,3.309222627640493,1.1718221971185976
7,0x753ae6269b323a5a,48154.51190233482,3.987938136400632,1.16377097945888
3,0xf2634e31cfc44b77,45922.55768759358,2.3272847349437225,1.0033899017837185
8,0x1ffb1ff7b53e1b08,42252.304719275075,1.854654611028939,1.0826230025522177
10,0xa42ce02de1c5c07e,31971.49151811081,4.7554822930289005,1.1496485064135658
16,0x31029d0e74162e57,42181.84070870692,4.798805471982115,1.0254824712006094
1,0xe86e357fb7226fe6,31419.778162606097,2.1038081216316398,1.1916470246487851
18,0x4ec774b5e3014211,33274.800975223916,4.379940588388685,1.0757861842358192
13,0xf4b818fe65eae133,31831.351273198783,1.7133497203182944,1.052823769434803
1,0x5de21b23fac71188,46932.0144078898,1.1508131033907336,1.1371518173268431
10,0xab0210c8cda6249b,38252.926132156324,1.4634436536247084,1.161943443054628
19,0xdebc16a30eb034d6,37917.83312055625,3.0789162525262688,1.0819503949969131
2,0xb801209e4eaf6c27,48533.56958086508,1.2449511658129007,1.0787791630620573
11,0x4fcf47bf66b87add,48856.60274126522,3.964341264351455,1.1126008679585946
2,0x600b699f89bb787f,48285.75236733825,1.312682463737624,1.0131568205414476
2,0x41f0b2622cf0e830,42322.23596907449,2.687073442365631,1.0753877039780098
17,0xb4012e16bb75c994,39869.3962185749,2.4518774868412305,1.16816631922942
10,0xd07a5ce366ed179e,49237.86036978398,4.573224405697106,1.1430568047892988
5,0xe5d58d86bf953f03,35583.39528945839,1.1436832515336732,1.143687930443189
